po_number,po_date,supplier_id,supplier_name,material_id,material_name,category,quantity,unit_price_ngn,total_amount_ngn,total_amount_usd,currency,expected_delivery_date,actual_delivery_date,delivery_status,payment_status,buyer,plant_location
PO100640,2025-03-31,SUP1015,Packaging Supplier 8 (NIG),MAT2036,Packaging Item 16,Packaging,305,147655.46,45034916.64,,NGN,2025-05-27,2025-05-27,Delivered,Paid,Chidi Eze,Lagos
PO100641,2025-07-17,SUP1009,Packaging Supplier 2 (CHI),MAT2029,Packaging Item 9,Packaging,905,26936.78,24377782.29,15609.93,USD,2025-09-27,2025-09-27,Delivered,Paid,Sarah Ahmed,Ibadan
PO100642,2025-04-30,SUP1037,Services Supplier 10 (NIG),MAT2067,Services Item 14,Services,765,110994.14,84910517.21,,NGN,2025-07-04,2025-07-04,Delivered,Paid,Chidi Eze,Kano
PO100643,2025-02-02,SUP1036,Services Supplier 9 (NIG),MAT2057,Services Item 4,Services,602,212406.31,127868601.06,,NGN,2025-02-14,2025-03-01,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100644,2025-09-27,SUP1018,Packaging Supplier 11 (IND),MAT2032,Packaging Item 12,Packaging,929,70391.26,65393476.92,69761.25,USD,2025-12-15,2025-12-15,Delivered,Pending,John Obi,Lagos
PO100645,2025-02-20,SUP1026,Equipment Supplier 8 (NIG),MAT2053,Equipment Item 15,Equipment,476,392840.14,186991905.2,,NGN,2025-04-01,2025-04-06,Delivered,Pending,John Obi,Lagos
PO100646,2026-02-19,SUP1015,Packaging Supplier 8 (NIG),MAT2028,Packaging Item 8,Packaging,175,276267.78,48346861.66,,NGN,2026-05-01,,Pending,Pending,Sarah Ahmed,Kano
PO100647,2024-07-03,SUP1032,Services Supplier 5 (NIG),MAT2060,Services Item 7,Services,276,176784.92,48792638.33,,NGN,2024-09-19,2024-09-19,Delivered,Pending,Sarah Ahmed,Lagos
PO100648,2025-03-12,SUP1039,Services Supplier 12 (IND),MAT2062,Services Item 9,Services,562,536220.02,301355651.43,245620.77,USD,2025-04-10,2025-04-10,Partial,Overdue,John Obi,Ibadan
PO100649,2025-01-17,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,14,196146.49,2746050.83,,NGN,2025-02-02,2025-03-01,Delivered,Pending,Sarah Ahmed,Ibadan
PO100650,2025-10-04,SUP1018,Packaging Supplier 11 (IND),MAT2037,Packaging Item 17,Packaging,828,361577.09,299385831.34,196253.64,USD,2025-11-18,2025-11-20,Delivered,Paid,John Obi,Kano
PO100651,2025-09-11,SUP1006,Raw Materials Supplier 7 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,325,104804.36,34061416.44,,NGN,2025-11-17,2025-11-26,Delivered,Paid,Sarah Ahmed,Lagos
PO100652,2025-11-08,SUP1013,Packaging Supplier 6 (NIG),MAT2033,Packaging Item 13,Packaging,607,307216.41,186480361.26,,NGN,2025-11-20,2025-12-02,Delivered,Paid,Chidi Eze,Ibadan
PO100653,2026-01-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2016,Raw Materials Item 17,Raw Materials,534,233381.99,124625982.26,104519.35,USD,2026-02-03,,Pending,Pending,John Obi,Kano
PO100654,2025-02-28,SUP1030,Services Supplier 3 (CHI),MAT2054,Services Item 1,Services,161,313715.55,50508203.49,44223.5,USD,2025-04-30,2025-04-25,Delivered,Pending,Sarah Ahmed,Ibadan
PO100655,2025-09-21,SUP1001,Raw Materials Supplier 2 (UK),MAT2020,Raw Materials Item 21,Raw Materials,230,232226.62,53412123.16,46229.2,USD,2025-11-28,2025-12-21,Delivered,Overdue,Chidi Eze,Ibadan
PO100656,2024-07-16,SUP1006,Raw Materials Supplier 7 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,157,216092.97,33926595.69,,NGN,2024-08-01,2024-08-29,Delivered,Paid,Chidi Eze,Ibadan
PO100657,2024-05-25,SUP1005,Raw Materials Supplier 6 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,429,134737.89,57802553.18,,NGN,2024-07-31,2024-07-31,Delivered,Overdue,Chidi Eze,Kano
PO100658,2024-07-14,SUP1010,Packaging Supplier 3 (NIG),MAT2025,Packaging Item 5,Packaging,200,92055.52,18411104.5,,NGN,2024-08-27,2024-08-27,Delivered,Pending,Chidi Eze,Ibadan
PO100659,2025-07-14,SUP1036,Services Supplier 9 (NIG),MAT2061,Services Item 8,Services,239,419119.55,100169572.91,,NGN,2025-08-09,2025-08-09,Delivered,Overdue,John Obi,Kano
PO100660,2026-01-06,SUP1025,Equipment Supplier 7 (GER),MAT2053,Equipment Item 15,Equipment,437,293796.53,128389082.72,84165.58,USD,2026-02-15,2026-02-11,Delivered,Pending,Sarah Ahmed,Lagos
PO100661,2025-10-30,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,605,323881.75,195948459.87,,NGN,2026-01-17,2026-01-28,Delivered,Overdue,Chidi Eze,Lagos
PO100662,2025-03-13,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,875,412035.11,360530721.89,,NGN,2025-03-26,2025-03-30,Delivered,Paid,Sarah Ahmed,Lagos
PO100663,2024-04-19,SUP1026,Equipment Supplier 8 (NIG),MAT2053,Equipment Item 15,Equipment,379,324413.45,122952699.18,,NGN,2024-05-29,2024-06-15,Partial,Pending,Chidi Eze,Kano
PO100664,2024-05-13,SUP1008,Packaging Supplier 1 (CHI),MAT2028,Packaging Item 8,Packaging,794,321880.64,255573227.3,181032.73,USD,2024-07-23,2024-07-28,Delivered,Pending,Chidi Eze,Ibadan
PO100665,2024-11-28,SUP1023,Equipment Supplier 5 (IND),MAT2050,Equipment Item 12,Equipment,108,269082.08,29060865.11,26875.77,USD,2025-01-06,2025-01-06,Delivered,Pending,Sarah Ahmed,Ibadan
PO100666,2025-04-21,SUP1026,Equipment Supplier 8 (NIG),MAT2045,Equipment Item 7,Equipment,953,405699.88,386631981.92,,NGN,2025-07-07,2025-07-07,Delivered,Paid,John Obi,Kano
PO100667,2025-11-14,SUP1004,Raw Materials Supplier 5 (NIG),MAT2019,Raw Materials Item 20,Raw Materials,437,501082.32,218972974.45,,NGN,2025-12-21,2025-12-21,Delivered,Paid,Sarah Ahmed,Ibadan
PO100668,2025-01-09,SUP1025,Equipment Supplier 7 (GER),MAT2051,Equipment Item 13,Equipment,152,54843.23,8336170.36,5514.14,USD,2025-03-11,2025-03-27,Delivered,Pending,John Obi,Kano
PO100669,2024-06-25,SUP1008,Packaging Supplier 1 (CHI),MAT2024,Packaging Item 4,Packaging,141,252610.13,35618028.18,38974.19,USD,2024-09-11,2024-09-11,Delivered,Paid,John Obi,Ibadan
PO100670,2026-02-01,SUP1005,Raw Materials Supplier 6 (NIG),MAT2007,Raw Materials Item 8,Raw Materials,89,286973.7,25540659.24,,NGN,2026-03-07,,Pending,Pending,John Obi,Lagos
PO100671,2024-06-14,SUP1004,Raw Materials Supplier 5 (NIG),MAT2011,Raw Materials Item 12,Raw Materials,822,197688.41,162499869.81,,NGN,2024-08-12,2024-09-06,Delivered,Pending,John Obi,Lagos
PO100672,2024-12-29,SUP1007,Raw Materials Supplier 8 (USA),MAT2014,Raw Materials Item 15,Raw Materials,782,110812.01,86654993.18,96386.69,USD,2025-01-29,2025-02-05,Delivered,Pending,John Obi,Lagos
PO100673,2024-07-23,SUP1023,Equipment Supplier 5 (IND),MAT2047,Equipment Item 9,Equipment,981,143460.8,140735046.3,130097.9,USD,2024-08-12,2024-08-22,Delivered,Paid,John Obi,Kano
PO100674,2024-03-10,SUP1018,Packaging Supplier 11 (IND),MAT2032,Packaging Item 12,Packaging,742,55952.37,41516657.91,40484.88,USD,2024-05-28,2024-06-26,Partial,Paid,John Obi,Kano
PO100675,2026-02-18,SUP1037,Services Supplier 10 (NIG),MAT2063,Services Item 10,Services,385,14545.67,5600084.05,,NGN,2026-04-08,,Pending,Pending,Chidi Eze,Lagos
PO100676,2024-08-28,SUP1025,Equipment Supplier 7 (GER),MAT2043,Equipment Item 5,Equipment,398,80851.63,32178947.22,26563.42,USD,2024-11-12,2024-11-27,Delivered,Paid,Chidi Eze,Lagos
PO100677,2025-07-16,SUP1020,Equipment Supplier 2 (CHI),MAT2045,Equipment Item 7,Equipment,731,322507.32,235752852.39,171119.45,USD,2025-10-01,2025-10-01,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100678,2025-10-31,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,713,545429.78,388891430.5,336654.53,USD,2025-12-24,2026-01-06,Delivered,Overdue,John Obi,Lagos
PO100679,2025-06-26,SUP1024,Equipment Supplier 6 (IND),MAT2047,Equipment Item 9,Equipment,193,113388.79,21884035.59,16339.57,USD,2025-07-16,2025-08-05,Delivered,Paid,John Obi,Lagos
PO100680,2025-04-04,SUP1039,Services Supplier 12 (IND),MAT2063,Services Item 10,Services,721,13991.41,10087805.87,11445.5,USD,2025-05-23,2025-05-28,Delivered,Paid,Sarah Ahmed,Lagos
PO100681,2025-10-26,SUP1038,Services Supplier 11 (CHI),MAT2068,Services Item 15,Services,135,144247.71,19473441.06,17085.51,USD,2025-12-01,2025-12-13,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100682,2026-01-07,SUP1029,Services Supplier 2 (NIG),MAT2069,Services Item 16,Services,506,12992.66,6574286.98,,NGN,2026-02-07,2026-02-07,Delivered,Paid,Sarah Ahmed,Ibadan
PO100683,2025-07-18,SUP1012,Packaging Supplier 5 (USA),MAT2031,Packaging Item 11,Packaging,653,414429.05,270622171.79,328513.15,USD,2025-08-24,2025-08-23,Delivered,Paid,John Obi,Ibadan
PO100684,2025-11-05,SUP1021,Equipment Supplier 3 (NIG),MAT2051,Equipment Item 13,Equipment,166,45256.3,7512545.74,,NGN,2026-01-05,2026-01-04,Delivered,Overdue,Sarah Ahmed,Lagos
PO100685,2024-12-21,SUP1029,Services Supplier 2 (NIG),MAT2056,Services Item 3,Services,512,439049.72,224793454.09,,NGN,2025-03-12,2025-04-10,Delivered,Paid,Sarah Ahmed,Lagos
PO100686,2025-03-23,SUP1030,Services Supplier 3 (CHI),MAT2057,Services Item 4,Services,332,256309.76,85094840.8,73736.16,USD,2025-04-04,2025-04-04,Delivered,Pending,Chidi Eze,Lagos
PO100687,2025-07-12,SUP1031,Services Supplier 4 (NIG),MAT2058,Services Item 5,Services,147,178074.4,26176936.54,,NGN,2025-07-24,2025-07-26,Delivered,Overdue,Chidi Eze,Kano
PO100688,2026-01-26,SUP1037,Services Supplier 10 (NIG),MAT2056,Services Item 3,Services,497,448642.89,222975516.9,,NGN,2026-04-17,,Pending,Pending,John Obi,Ibadan
PO100689,2024-11-20,SUP1030,Services Supplier 3 (CHI),MAT2063,Services Item 10,Services,615,15950.9,9809806.23,7583.62,USD,2025-01-08,2025-01-21,Delivered,Paid,Chidi Eze,Lagos
PO100690,2024-07-05,SUP1026,Equipment Supplier 8 (NIG),MAT2044,Equipment Item 6,Equipment,367,359228.12,131836720.99,,NGN,2024-10-03,2024-10-19,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100691,2025-04-21,SUP1024,Equipment Supplier 6 (IND),MAT2052,Equipment Item 14,Equipment,67,25099.94,1681696.21,1684.91,USD,2025-06-09,2025-06-09,Delivered,Paid,Sarah Ahmed,Lagos
PO100692,2025-02-04,SUP1018,Packaging Supplier 11 (IND),MAT2029,Packaging Item 9,Packaging,30,30801.19,924035.71,1113.43,USD,2025-04-17,2025-05-09,Delivered,Overdue,Sarah Ahmed,Lagos
PO100693,2026-02-06,SUP1038,Services Supplier 11 (CHI),MAT2060,Services Item 7,Services,612,152163.89,93124303.1,88419.38,USD,2026-04-25,,Pending,Pending,Chidi Eze,Lagos
PO100694,2025-07-09,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,717,483844.07,346916195.63,,NGN,2025-07-22,2025-08-18,Delivered,Pending,John Obi,Kano
PO100695,2024-12-27,SUP1021,Equipment Supplier 3 (NIG),MAT2043,Equipment Item 5,Equipment,456,73799.7,33652664.11,,NGN,2025-03-13,2025-03-12,Delivered,Paid,Sarah Ahmed,Ibadan
PO100696,2024-04-13,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,597,314128.76,187534867.23,191223.81,USD,2024-07-01,2024-07-01,Delivered,Paid,Chidi Eze,Ibadan
PO100697,2024-11-30,SUP1006,Raw Materials Supplier 7 (NIG),MAT2012,Raw Materials Item 13,Raw Materials,590,505629.04,298321131.13,,NGN,2024-12-13,2024-12-21,Delivered,Paid,Chidi Eze,Ibadan
PO100698,2025-07-25,SUP1025,Equipment Supplier 7 (GER),MAT2051,Equipment Item 13,Equipment,453,51980.27,23547061.5,22411.21,USD,2025-09-24,2025-10-05,Delivered,Overdue,Chidi Eze,Kano
PO100699,2024-08-27,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,652,34817.93,22701288.95,15234.05,USD,2024-10-16,2024-10-24,Delivered,Overdue,Sarah Ahmed,Kano
PO100700,2025-08-23,SUP1031,Services Supplier 4 (NIG),MAT2054,Services Item 1,Services,967,297168.55,287361984.12,,NGN,2025-10-23,2025-11-20,Delivered,Overdue,John Obi,Lagos
PO100701,2024-07-28,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,874,318275.84,278173080.7,263690.53,USD,2024-10-15,2024-10-14,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100702,2025-12-17,SUP1015,Packaging Supplier 8 (NIG),MAT2025,Packaging Item 5,Packaging,272,87528.56,23807767.07,,NGN,2026-01-30,2026-01-30,Delivered,Paid,John Obi,Lagos
PO100703,2024-11-02,SUP1025,Equipment Supplier 7 (GER),MAT2042,Equipment Item 4,Equipment,485,459109.34,222668029.43,139776.03,USD,2024-12-26,2024-12-23,Delivered,Pending,John Obi,Lagos
PO100704,2024-11-15,SUP1027,Equipment Supplier 9 (IND),MAT2050,Equipment Item 12,Equipment,684,270729.89,185179246.37,140774.15,USD,2024-12-24,2024-12-24,Delivered,Paid,John Obi,Lagos
PO100705,2025-01-11,SUP1020,Equipment Supplier 2 (CHI),MAT2050,Equipment Item 12,Equipment,897,221442.29,198633733.57,126997.92,USD,2025-02-19,2025-02-19,Delivered,Paid,John Obi,Lagos
PO100706,2025-10-01,SUP1007,Raw Materials Supplier 8 (USA),MAT2016,Raw Materials Item 17,Raw Materials,544,258373.8,140555345.22,111169.32,USD,2025-10-17,2025-11-14,Delivered,Paid,John Obi,Kano
PO100707,2024-06-29,SUP1023,Equipment Supplier 5 (IND),MAT2048,Equipment Item 10,Equipment,347,161515.31,56045813.99,40326.85,USD,2024-09-21,2024-10-01,Delivered,Paid,John Obi,Lagos
PO100708,2024-08-22,SUP1012,Packaging Supplier 5 (USA),MAT2029,Packaging Item 9,Packaging,291,29656.98,8630180.74,8600.55,USD,2024-11-02,2024-11-28,Delivered,Paid,Sarah Ahmed,Kano
PO100709,2025-05-03,SUP1032,Services Supplier 5 (NIG),MAT2063,Services Item 10,Services,709,12217.93,8662510.59,,NGN,2025-06-21,2025-06-21,Delivered,Paid,Sarah Ahmed,Ibadan
PO100710,2025-03-07,SUP1026,Equipment Supplier 8 (NIG),MAT2044,Equipment Item 6,Equipment,31,339133.28,10513131.63,,NGN,2025-06-05,2025-06-02,Delivered,Paid,Chidi Eze,Kano
PO100711,2024-10-27,SUP1021,Equipment Supplier 3 (NIG),MAT2039,Equipment Item 1,Equipment,575,311973.62,179384829.92,,NGN,2025-01-14,2025-02-01,Delivered,Paid,Chidi Eze,Lagos
PO100712,2025-05-23,SUP1036,Services Supplier 9 (NIG),MAT2069,Services Item 16,Services,18,14955.91,269206.45,,NGN,2025-06-23,2025-07-04,Delivered,Paid,Sarah Ahmed,Lagos
PO100713,2024-08-07,SUP1037,Services Supplier 10 (NIG),MAT2067,Services Item 14,Services,656,97869.69,64202515.5,,NGN,2024-10-11,2024-11-01,Delivered,Pending,John Obi,Ibadan
PO100714,2025-06-21,SUP1030,Services Supplier 3 (CHI),MAT2068,Services Item 15,Services,958,181461.39,173840007.58,126529.51,USD,2025-07-27,2025-07-28,Delivered,Pending,Chidi Eze,Lagos
PO100715,2025-02-19,SUP1036,Services Supplier 9 (NIG),MAT2064,Services Item 11,Services,626,458065.87,286749232.83,,NGN,2025-03-29,2025-04-13,Delivered,Paid,John Obi,Kano
PO100716,2025-12-12,SUP1010,Packaging Supplier 3 (NIG),MAT2036,Packaging Item 16,Packaging,655,122999.51,80564676.81,,NGN,2026-02-07,2026-02-02,Delivered,Pending,Sarah Ahmed,Kano
PO100717,2024-05-19,SUP1001,Raw Materials Supplier 2 (UK),MAT2018,Raw Materials Item 19,Raw Materials,171,24476.34,4185454.18,3053.18,USD,2024-08-03,2024-08-06,Delivered,Overdue,Sarah Ahmed,Ibadan
PO100718,2025-06-28,SUP1008,Packaging Supplier 1 (CHI),MAT2024,Packaging Item 4,Packaging,276,194720.01,53742722.37,42170.46,USD,2025-09-14,2025-09-27,Delivered,Overdue,Sarah Ahmed,Lagos
PO100719,2025-04-02,SUP1029,Services Supplier 2 (NIG),MAT2059,Services Item 6,Services,977,124819.41,121948562.46,,NGN,2025-05-10,2025-05-06,Delivered,Paid,John Obi,Ibadan
PO100720,2024-09-15,SUP1019,Equipment Supplier 1 (NIG),MAT2048,Equipment Item 10,Equipment,728,162580.13,118358334.67,,NGN,2024-12-08,2024-12-08,Delivered,Pending,John Obi,Lagos
PO100721,2025-03-07,SUP1017,Packaging Supplier 10 (IND),MAT2029,Packaging Item 9,Packaging,979,31134.55,30480725.13,37570.6,USD,2025-05-18,2025-06-11,Delivered,Overdue,John Obi,Lagos
PO100722,2026-02-24,SUP1017,Packaging Supplier 10 (IND),MAT2035,Packaging Item 15,Packaging,205,574146.47,117700027.35,81131.59,USD,2026-03-29,,Pending,Pending,Chidi Eze,Ibadan
PO100723,2025-03-22,SUP1015,Packaging Supplier 8 (NIG),MAT2022,Packaging Item 2,Packaging,451,1880.16,847953.4,,NGN,2025-05-17,2025-05-30,Delivered,Paid,Sarah Ahmed,Lagos
PO100724,2025-04-18,SUP1018,Packaging Supplier 11 (IND),MAT2029,Packaging Item 9,Packaging,39,27930.6,1089293.23,1079.11,USD,2025-06-29,2025-07-09,Delivered,Overdue,John Obi,Lagos
PO100725,2025-06-19,SUP1018,Packaging Supplier 11 (IND),MAT2036,Packaging Item 16,Packaging,902,117245.16,105755132.81,78081.56,USD,2025-08-15,2025-09-03,Delivered,Pending,John Obi,Lagos
PO100726,2025-09-17,SUP1006,Raw Materials Supplier 7 (NIG),MAT2020,Raw Materials Item 21,Raw Materials,63,200073.77,12604647.28,,NGN,2025-11-24,2025-11-24,Delivered,Paid,John Obi,Ibadan
PO100727,2025-07-25,SUP1030,Services Supplier 3 (CHI),MAT2069,Services Item 16,Services,319,15289.72,4877421.2,3648.01,USD,2025-08-25,2025-08-25,Delivered,Paid,Chidi Eze,Lagos
PO100728,2024-11-17,SUP1013,Packaging Supplier 6 (NIG),MAT2036,Packaging Item 16,Packaging,525,125366.91,65817630.25,,NGN,2025-01-13,2025-02-06,Delivered,Pending,Chidi Eze,Kano
PO100729,2025-05-13,SUP1009,Packaging Supplier 2 (CHI),MAT2024,Packaging Item 4,Packaging,276,189921.9,52418444.49,62751.8,USD,2025-07-30,2025-07-30,Delivered,Pending,Chidi Eze,Ibadan
PO100730,2025-05-10,SUP1025,Equipment Supplier 7 (GER),MAT2051,Equipment Item 13,Equipment,934,55959.79,52266446.3,40505.78,USD,2025-07-10,2025-07-21,Delivered,Overdue,John Obi,Ibadan
PO100731,2025-07-12,SUP1015,Packaging Supplier 8 (NIG),MAT2021,Packaging Item 1,Packaging,579,537559.15,311246748.01,,NGN,2025-08-09,2025-09-01,Delivered,Paid,John Obi,Lagos
PO100732,2024-08-30,SUP1005,Raw Materials Supplier 6 (NIG),MAT2005,Raw Materials Item 6,Raw Materials,491,32597.86,16005551.06,,NGN,2024-09-10,2024-10-02,Delivered,Overdue,John Obi,Ibadan
PO100733,2025-02-24,SUP1030,Services Supplier 3 (CHI),MAT2063,Services Item 10,Services,478,13488.7,6447600.65,4366.31,USD,2025-04-14,2025-04-16,Delivered,Paid,Sarah Ahmed,Lagos
PO100734,2024-08-15,SUP1023,Equipment Supplier 5 (IND),MAT2052,Equipment Item 14,Equipment,586,27168.79,15920913.5,12550.56,USD,2024-10-03,2024-09-28,Delivered,Paid,Sarah Ahmed,Lagos
PO100735,2024-11-03,SUP1032,Services Supplier 5 (NIG),MAT2068,Services Item 15,Services,703,135770.74,95446828.47,,NGN,2024-12-09,2024-12-22,Delivered,Paid,Sarah Ahmed,Ibadan
PO100736,2025-10-21,SUP1006,Raw Materials Supplier 7 (NIG),MAT2017,Raw Materials Item 18,Raw Materials,867,395788.7,343148802.9,,NGN,2026-01-06,2026-01-06,Delivered,Overdue,Sarah Ahmed,Kano
PO100737,2024-11-26,SUP1001,Raw Materials Supplier 2 (UK),MAT2002,Raw Materials Item 3,Raw Materials,347,209669.14,72755192.46,54912.14,USD,2025-02-16,2025-03-03,Delivered,Paid,John Obi,Lagos
PO100738,2025-12-15,SUP1027,Equipment Supplier 9 (IND),MAT2040,Equipment Item 2,Equipment,340,43372.17,14746537.73,10570.69,USD,2026-01-18,2026-02-06,Delivered,Pending,John Obi,Lagos
PO100739,2025-04-08,SUP1001,Raw Materials Supplier 2 (UK),MAT2013,Raw Materials Item 14,Raw Materials,31,36652.35,1136222.97,1221.28,USD,2025-05-28,2025-06-10,Delivered,Paid,John Obi,Ibadan
PO100740,2025-07-11,SUP1031,Services Supplier 4 (NIG),MAT2067,Services Item 14,Services,763,117472.96,89631867.88,,NGN,2025-09-14,2025-09-17,Delivered,Paid,Sarah Ahmed,Kano
PO100741,2024-09-16,SUP1030,Services Supplier 3 (CHI),MAT2061,Services Item 8,Services,466,586346.08,273237274.67,231331.22,USD,2024-10-12,2024-11-03,Delivered,Overdue,Sarah Ahmed,Kano
PO100742,2024-09-02,SUP1031,Services Supplier 4 (NIG),MAT2059,Services Item 6,Services,655,107584.79,70468036.8,,NGN,2024-10-10,2024-10-10,Delivered,Overdue,Chidi Eze,Lagos
PO100743,2025-12-19,SUP1015,Packaging Supplier 8 (NIG),MAT2033,Packaging Item 13,Packaging,963,303611.57,292377944.09,,NGN,2025-12-31,2026-01-28,Delivered,Overdue,Sarah Ahmed,Lagos
PO100744,2025-06-28,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,162,386495.54,62612277.6,46467.2,USD,2025-09-15,2025-09-25,Delivered,Pending,Chidi Eze,Lagos
PO100745,2025-09-11,SUP1004,Raw Materials Supplier 5 (NIG),MAT2006,Raw Materials Item 7,Raw Materials,949,31156.7,29567711.68,,NGN,2025-10-18,2025-10-18,Delivered,Paid,Sarah Ahmed,Kano
PO100746,2025-09-29,SUP1019,Equipment Supplier 1 (NIG),MAT2051,Equipment Item 13,Equipment,373,44363.53,16547595.27,,NGN,2025-11-29,2025-11-29,Delivered,Paid,Chidi Eze,Kano
PO100747,2025-06-12,SUP1015,Packaging Supplier 8 (NIG),MAT2038,Packaging Item 18,Packaging,815,146212.86,119163484.63,,NGN,2025-06-28,2025-06-28,Delivered,Pending,Sarah Ahmed,Kano
PO100748,2025-06-04,SUP1029,Services Supplier 2 (NIG),MAT2068,Services Item 15,Services,648,179422.39,116265707.86,,NGN,2025-07-10,2025-07-16,Delivered,Paid,Chidi Eze,Kano
PO100749,2024-11-16,SUP1006,Raw Materials Supplier 7 (NIG),MAT2016,Raw Materials Item 17,Raw Materials,454,246346.21,111841179.93,,NGN,2024-12-02,2024-12-02,Delivered,Paid,Chidi Eze,Ibadan
PO100750,2025-06-10,SUP1032,Services Supplier 5 (NIG),MAT2062,Services Item 9,Services,899,481265.97,432658105.32,,NGN,2025-07-09,2025-08-04,Delivered,Pending,Chidi Eze,Kano
PO100751,2026-01-31,SUP1036,Services Supplier 9 (NIG),MAT2055,Services Item 2,Services,833,54749.48,45606320.2,,NGN,2026-02-26,,Pending,Pending,John Obi,Lagos
PO100752,2024-06-18,SUP1001,Raw Materials Supplier 2 (UK),MAT2006,Raw Materials Item 7,Raw Materials,722,44443.31,32088073.08,21576.03,USD,2024-07-25,2024-07-25,Delivered,Paid,Sarah Ahmed,Kano
PO100753,2025-08-29,SUP1015,Packaging Supplier 8 (NIG),MAT2036,Packaging Item 16,Packaging,98,116175.88,11385235.98,,NGN,2025-10-25,2025-11-19,Delivered,Paid,John Obi,Lagos
PO100754,2026-02-13,SUP1037,Services Supplier 10 (NIG),MAT2060,Services Item 7,Services,996,184960.95,184221104.45,,NGN,2026-05-02,,Pending,Pending,Sarah Ahmed,Kano
PO100755,2024-10-30,SUP1009,Packaging Supplier 2 (CHI),MAT2023,Packaging Item 3,Packaging,311,499327.3,155290791.85,105850.92,USD,2025-01-03,2025-01-03,Partial,Overdue,Sarah Ahmed,Ibadan
PO100756,2025-10-09,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,47,324753.22,15263401.52,12838.46,USD,2025-12-27,2026-01-22,Delivered,Paid,Chidi Eze,Lagos
PO100757,2025-05-02,SUP1020,Equipment Supplier 2 (CHI),MAT2039,Equipment Item 1,Equipment,576,272048.54,156699959.14,103480.01,USD,2025-07-20,2025-08-14,Delivered,Pending,Sarah Ahmed,Kano
PO100758,2025-05-16,SUP1005,Raw Materials Supplier 6 (NIG),MAT2009,Raw Materials Item 10,Raw Materials,175,117636.32,20586356.32,,NGN,2025-07-22,2025-07-22,Delivered,Paid,Chidi Eze,Lagos
PO100759,2025-10-18,SUP1026,Equipment Supplier 8 (NIG),MAT2042,Equipment Item 4,Equipment,953,479637.45,457094491.44,,NGN,2025-12-11,2026-01-04,Delivered,Pending,Chidi Eze,Kano
PO100760,2025-03-30,SUP1037,Services Supplier 10 (NIG),MAT2057,Services Item 4,Services,863,263911.82,227755899.45,,NGN,2025-04-11,2025-04-29,Delivered,Paid,Chidi Eze,Lagos
